00	luxembourg tax 
01	social security
02	sozialversicher
03	steier id
04	steier identifi
05	steier nummer
06	steuer id
07	steueridentifik
08	steuernummer
09	tax id
10	tax identificat
11	tax no#
12	tax no
13	tax number
14	tax registratio
15	taxid#
16	taxidno#
17	taxidnumber#
18	taxno#
19	taxnumber#
20	taxnumber
21	tin id
22	tin no
23	tin#
24	zinn#
25	zinn
26	zinnzahl
