00	CNPJ
01	CNPJ/MF
02	CNPJ-MF
03	National Registry of Leg
04	Taxpayers Registry
05	Legal entity
06	Legal entities
07	Registration Status
08	Business
09	Company
10	Cadastro Geral de Contri
11	CGC
12	Empresa
