00	Identity card
01	Id card
02	idnumber#
03	id number
04	identity no
05	identitynumber#
06	identity number
07	National insurance
08	national identification number
09	national id
10	NI Number
11	NI No.
12	NI #
13	insurance#
14	insurancenumber
15	nationalinsurance#
16	nationalinsurancenumber
17	national insurance number
18	Seguro
19	numero de seguro
20	numero de identidad
