00	ehic#
01	ehic
02	finlandehicnumber#
03	health card
04	health insurance card
05	health insurance number
06	sairaanhoitokortin
07	sairausvakuutuskortti
08	sairausvakuutusnumero
09	suomen sairausvakuutuskortti
10	terveyskortti
