00	aba number
01	aba#
02	aba
03	abarouting#
04	abaroutingnumber
05	americanbankassociationrouting#
06	americanbankassociationroutingnu
07	bankrouting#
08	bankroutingnumber
09	routing #
10	routing no
11	routing number
12	routing transit number
13	routing#
14	RTN
