package	repo	files	license	binary_rpm	source_rpm
gnutls-3.3.29-9.el7_6.x86_64	centos-os	1	GPLv3+ and LGPLv2+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/gnutls-3.3.29-9.el7_6.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/gnutls-3.3.29-9.el7_6.src.rpm
gobject-introspection-1.56.1-1.el7.x86_64	centos-os	1	GPLv2+, LGPLv2+, MIT	https://vault.centos.org/7.9.2009/os/x86_64/Packages/gobject-introspection-1.56.1-1.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/gobject-introspection-1.56.1-1.el7.src.rpm
gpgme-1.3.2-5.el7.x86_64	centos-os	2	LGPLv2+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/gpgme-1.3.2-5.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/gpgme-1.3.2-5.el7.src.rpm
gpm-libs-1.20.7-6.el7.x86_64	centos-os	1	GPLv2 and GPLv2+ with exceptions and GPLv3+ and Verbatim and Copyright only	https://vault.centos.org/7.9.2009/os/x86_64/Packages/gpm-libs-1.20.7-6.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/gpm-1.20.7-6.el7.src.rpm
grep-2.20-3.el7.x86_64	centos-os	1	GPLv3+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/grep-2.20-3.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/grep-2.20-3.el7.src.rpm
groff-base-1.22.2-8.el7.x86_64	centos-os	11	GPLv3+ and GFDL and BSD and MIT	https://vault.centos.org/7.9.2009/os/x86_64/Packages/groff-base-1.22.2-8.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/groff-1.22.2-8.el7.src.rpm
grub2-i386-modules-2.02-0.87.el7.centos.noarch	centos-updates	7	GPLv3+	https://vault.centos.org/7.9.2009/updates/x86_64/Packages/grub2-i386-modules-2.02-0.87.el7.centos.noarch.rpm	https://vault.centos.org/7.9.2009/updates/Source/SPackages/grub2-2.02-0.87.el7.centos.src.rpm
grub2-pc-modules-2.02-0.87.0.1.el7.centos.9.noarch	centos-updates	1	GPLv3+	https://vault.centos.org/7.9.2009/updates/x86_64/Packages/grub2-pc-modules-2.02-0.87.0.1.el7.centos.9.noarch.rpm	https://vault.centos.org/7.9.2009/updates/Source/SPackages/grub2-2.02-0.87.0.1.el7.centos.9.src.rpm
grub2-tools-2.02-0.87.0.1.el7.centos.9.x86_64	centos-updates	10	GPLv3+	https://vault.centos.org/7.9.2009/updates/x86_64/Packages/grub2-tools-2.02-0.87.0.1.el7.centos.9.x86_64.rpm	https://vault.centos.org/7.9.2009/updates/Source/SPackages/grub2-2.02-0.87.0.1.el7.centos.9.src.rpm
grub2-tools-extra-2.02-0.87.0.1.el7.centos.9.x86_64	centos-updates	11	GPLv3+	https://vault.centos.org/7.9.2009/updates/x86_64/Packages/grub2-tools-extra-2.02-0.87.0.1.el7.centos.9.x86_64.rpm	https://vault.centos.org/7.9.2009/updates/Source/SPackages/grub2-2.02-0.87.0.1.el7.centos.9.src.rpm
grub2-tools-minimal-2.02-0.87.0.1.el7.centos.9.x86_64	centos-updates	2	GPLv3+	https://vault.centos.org/7.9.2009/updates/x86_64/Packages/grub2-tools-minimal-2.02-0.87.0.1.el7.centos.9.x86_64.rpm	https://vault.centos.org/7.9.2009/updates/Source/SPackages/grub2-2.02-0.87.0.1.el7.centos.9.src.rpm
grubby-8.28-26.el7.x86_64	centos-os	1	GPLv2+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/grubby-8.28-26.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/grubby-8.28-26.el7.src.rpm
gssproxy-0.7.0-30.el7_9.x86_64	centos-updates	2	MIT	https://vault.centos.org/7.9.2009/updates/x86_64/Packages/gssproxy-0.7.0-30.el7_9.x86_64.rpm	https://vault.centos.org/7.9.2009/updates/Source/SPackages/gssproxy-0.7.0-30.el7_9.src.rpm
gzip-1.5-11.el7_9.x86_64	centos-updates	1	GPLv3+ and GFDL	https://vault.centos.org/7.9.2009/updates/x86_64/Packages/gzip-1.5-11.el7_9.x86_64.rpm	https://vault.centos.org/7.9.2009/updates/Source/SPackages/gzip-1.5-11.el7_9.src.rpm
hardlink-1.0-19.el7.x86_64	centos-os	1	GPL+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/hardlink-1.0-19.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/hardlink-1.0-19.el7.src.rpm
htop-2.2.0-3.el7.x86_64	epel	1	GPLv2+	https://archives.fedoraproject.org/pub/archive/epel/7/x86_64/Packages/h/htop-2.2.0-3.el7.x86_64.rpm	https://archives.fedoraproject.org/pub/archive/epel/7/SRPMS/Packages/h/htop-2.2.0-3.el7.src.rpm
hwloc-1.11.8-4.el7.x86_64	centos-os	12	BSD	https://vault.centos.org/7.9.2009/os/x86_64/Packages/hwloc-1.11.8-4.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/hwloc-1.11.8-4.el7.src.rpm
hwloc-libs-1.11.8-4.el7.x86_64	centos-os	1	BSD	https://vault.centos.org/7.9.2009/os/x86_64/Packages/hwloc-libs-1.11.8-4.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/hwloc-1.11.8-4.el7.src.rpm
ibacm-22.4-6.el7_9.x86_64	centos-updates	3	GPLv2 or BSD	https://vault.centos.org/7.9.2009/updates/x86_64/Packages/ibacm-22.4-6.el7_9.x86_64.rpm	https://vault.centos.org/7.9.2009/updates/Source/SPackages/rdma-core-22.4-6.el7_9.src.rpm
indent-2.2.11-13.el7.x86_64	centos-os	1	GPLv3+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/indent-2.2.11-13.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/indent-2.2.11-13.el7.src.rpm
info-5.1-5.el7.x86_64	centos-os	3	GPLv3+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/info-5.1-5.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/texinfo-5.1-5.el7.src.rpm
initscripts-9.49.53-1.el7_9.1.x86_64	centos-updates	10	GPLv2 and GPLv2+	https://vault.centos.org/7.9.2009/updates/x86_64/Packages/initscripts-9.49.53-1.el7_9.1.x86_64.rpm	https://vault.centos.org/7.9.2009/updates/Source/SPackages/initscripts-9.49.53-1.el7_9.1.src.rpm
iproute-4.11.0-30.el7.x86_64	centos-os	14	GPLv2+ and Public Domain	https://vault.centos.org/7.9.2009/os/x86_64/Packages/iproute-4.11.0-30.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/iproute-4.11.0-30.el7.src.rpm
iprutils-2.4.17.1-3.el7_7.x86_64	centos-updates	4	CPL	https://vault.centos.org/7.9.2009/updates/x86_64/Packages/iprutils-2.4.17.1-3.el7_7.x86_64.rpm	https://vault.centos.org/7.9.2009/updates/Source/SPackages/iprutils-2.4.17.1-3.el7_7.src.rpm
ipset-7.1-1.el7.x86_64	centos-os	1	GPLv2	https://vault.centos.org/7.9.2009/os/x86_64/Packages/ipset-7.1-1.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/ipset-7.1-1.el7.src.rpm
ipset-libs-7.1-1.el7.x86_64	centos-os	1	GPLv2	https://vault.centos.org/7.9.2009/os/x86_64/Packages/ipset-libs-7.1-1.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/ipset-7.1-1.el7.src.rpm
iptables-1.4.21-35.el7.x86_64	centos-os	115	GPLv2	https://vault.centos.org/7.9.2009/os/x86_64/Packages/iptables-1.4.21-35.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/iptables-1.4.21-35.el7.src.rpm
iputils-20160308-10.el7.x86_64	centos-os	7	BSD and GPLv2+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/iputils-20160308-10.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/iputils-20160308-10.el7.src.rpm
jansson-2.10-1.el7.x86_64	centos-os	1	MIT	https://vault.centos.org/7.9.2009/os/x86_64/Packages/jansson-2.10-1.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/jansson-2.10-1.el7.src.rpm
json-c-0.11-4.el7_0.x86_64	centos-os	2	MIT	https://vault.centos.org/7.9.2009/os/x86_64/Packages/json-c-0.11-4.el7_0.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/json-c-0.11-4.el7_0.src.rpm
kbd-1.15.5-16.el7_9.x86_64	centos-updates	22	GPLv2+	https://vault.centos.org/7.9.2009/updates/x86_64/Packages/kbd-1.15.5-16.el7_9.x86_64.rpm	https://vault.centos.org/7.9.2009/updates/Source/SPackages/kbd-1.15.5-16.el7_9.src.rpm
kernel-3.10.0-1160.76.1.el7.x86_64	centos-updates	5	GPLv2	https://vault.centos.org/7.9.2009/updates/x86_64/Packages/kernel-3.10.0-1160.76.1.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/updates/Source/SPackages/kernel-3.10.0-1160.76.1.el7.src.rpm
kernel-devel-3.10.0-1160.76.1.el7.x86_64	centos-updates	16	GPLv2	https://vault.centos.org/7.9.2009/updates/x86_64/Packages/kernel-devel-3.10.0-1160.76.1.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/updates/Source/SPackages/kernel-3.10.0-1160.76.1.el7.src.rpm
kernel-tools-3.10.0-1160.102.1.el7.x86_64	centos-updates	7	GPLv2	https://vault.centos.org/7.9.2009/updates/x86_64/Packages/kernel-tools-3.10.0-1160.102.1.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/updates/Source/SPackages/kernel-3.10.0-1160.102.1.el7.src.rpm
kernel-tools-3.10.0-1160.76.1.el7.x86_64	centos-updates	1	GPLv2	https://vault.centos.org/7.9.2009/updates/x86_64/Packages/kernel-tools-3.10.0-1160.76.1.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/updates/Source/SPackages/kernel-3.10.0-1160.76.1.el7.src.rpm
kernel-tools-libs-3.10.0-1160.76.1.el7.x86_64	centos-updates	1	GPLv2	https://vault.centos.org/7.9.2009/updates/x86_64/Packages/kernel-tools-libs-3.10.0-1160.76.1.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/updates/Source/SPackages/kernel-3.10.0-1160.76.1.el7.src.rpm
keyutils-1.5.8-3.el7.x86_64	centos-os	3	GPLv2+ and LGPLv2+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/keyutils-1.5.8-3.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/keyutils-1.5.8-3.el7.src.rpm
keyutils-libs-1.5.8-3.el7.x86_64	centos-os	1	GPLv2+ and LGPLv2+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/keyutils-libs-1.5.8-3.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/keyutils-1.5.8-3.el7.src.rpm
kmod-20-28.el7.x86_64	centos-os	1	GPLv2+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/kmod-20-28.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/kmod-20-28.el7.src.rpm
kmod-libs-20-28.el7.x86_64	centos-os	1	LGPLv2+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/kmod-libs-20-28.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/kmod-20-28.el7.src.rpm
kpartx-0.4.9-135.el7_9.x86_64	centos-updates	1	GPL+	https://vault.centos.org/7.9.2009/updates/x86_64/Packages/kpartx-0.4.9-135.el7_9.x86_64.rpm	https://vault.centos.org/7.9.2009/updates/Source/SPackages/device-mapper-multipath-0.4.9-135.el7_9.src.rpm
krb5-libs-1.15.1-50.el7.x86_64	centos-updates	2	MIT	https://vault.centos.org/7.9.2009/updates/x86_64/Packages/krb5-libs-1.15.1-50.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/updates/Source/SPackages/krb5-1.15.1-50.el7.src.rpm
krb5-libs-1.15.1-54.el7_9.x86_64	centos-updates	6	MIT	https://vault.centos.org/7.9.2009/updates/x86_64/Packages/krb5-libs-1.15.1-54.el7_9.x86_64.rpm	https://vault.centos.org/7.9.2009/updates/Source/SPackages/krb5-1.15.1-54.el7_9.src.rpm
less-458-9.el7.x86_64	centos-os	3	GPLv3+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/less-458-9.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/less-458-9.el7.src.rpm
libICE-1.0.9-9.el7.x86_64	centos-os	1	MIT	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libICE-1.0.9-9.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/libICE-1.0.9-9.el7.src.rpm
libSM-1.2.2-2.el7.x86_64	centos-os	1	MIT	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libSM-1.2.2-2.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/libSM-1.2.2-2.el7.src.rpm
libX11-1.6.7-4.el7_9.x86_64	centos-updates	2	MIT	https://vault.centos.org/7.9.2009/updates/x86_64/Packages/libX11-1.6.7-4.el7_9.x86_64.rpm	https://vault.centos.org/7.9.2009/updates/Source/SPackages/libX11-1.6.7-4.el7_9.src.rpm
libXau-1.0.8-2.1.el7.x86_64	centos-os	1	MIT	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libXau-1.0.8-2.1.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/libXau-1.0.8-2.1.el7.src.rpm
libXt-1.1.5-3.el7.x86_64	centos-os	1	MIT	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libXt-1.1.5-3.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/libXt-1.1.5-3.el7.src.rpm
libacl-2.2.51-15.el7.x86_64	centos-os	1	LGPLv2+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libacl-2.2.51-15.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/acl-2.2.51-15.el7.src.rpm
libassuan-2.1.0-3.el7.x86_64	centos-os	1	LGPLv2+ and GPLv3+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libassuan-2.1.0-3.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/libassuan-2.1.0-3.el7.src.rpm
libattr-2.4.46-13.el7.x86_64	centos-os	1	LGPLv2+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libattr-2.4.46-13.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/attr-2.4.46-13.el7.src.rpm
libbasicobjects-0.1.1-32.el7.x86_64	centos-os	1	GPLv3+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libbasicobjects-0.1.1-32.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/ding-libs-0.6.1-32.el7.src.rpm
libblkid-2.23.2-65.el7_9.1.x86_64	centos-updates	1	LGPLv2+	https://vault.centos.org/7.9.2009/updates/x86_64/Packages/libblkid-2.23.2-65.el7_9.1.x86_64.rpm	https://vault.centos.org/7.9.2009/updates/Source/SPackages/util-linux-2.23.2-65.el7_9.1.src.rpm
libcap-2.22-11.el7.x86_64	centos-os	6	LGPLv2+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libcap-2.22-11.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/libcap-2.22-11.el7.src.rpm
libcap-ng-0.7.5-4.el7.x86_64	centos-os	1	LGPLv2+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libcap-ng-0.7.5-4.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/libcap-ng-0.7.5-4.el7.src.rpm
libcollection-0.7.0-32.el7.x86_64	centos-os	1	LGPLv3+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libcollection-0.7.0-32.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/ding-libs-0.6.1-32.el7.src.rpm
libcom_err-1.42.9-19.el7.x86_64	centos-os	1	MIT	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libcom_err-1.42.9-19.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/e2fsprogs-1.42.9-19.el7.src.rpm
libcroco-0.6.12-6.el7_9.x86_64	centos-updates	2	LGPLv2	https://vault.centos.org/7.9.2009/updates/x86_64/Packages/libcroco-0.6.12-6.el7_9.x86_64.rpm	https://vault.centos.org/7.9.2009/updates/Source/SPackages/libcroco-0.6.12-6.el7_9.src.rpm
libcurl-7.29.0-59.el7_9.1.x86_64	centos-updates	1	MIT	https://vault.centos.org/7.9.2009/updates/x86_64/Packages/libcurl-7.29.0-59.el7_9.1.x86_64.rpm	https://vault.centos.org/7.9.2009/updates/Source/SPackages/curl-7.29.0-59.el7_9.1.src.rpm
libdaemon-0.14-7.el7.x86_64	centos-os	1	LGPLv2+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libdaemon-0.14-7.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/libdaemon-0.14-7.el7.src.rpm
libdb-5.3.21-25.el7.x86_64	centos-os	1	BSD and LGPLv2 and Sleepycat	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libdb-5.3.21-25.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/libdb-5.3.21-25.el7.src.rpm
libdb-utils-5.3.21-25.el7.x86_64	centos-os	15	BSD and LGPLv2 and Sleepycat	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libdb-utils-5.3.21-25.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/libdb-5.3.21-25.el7.src.rpm
libdrm-2.4.97-2.el7.x86_64	centos-os	6	MIT	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libdrm-2.4.97-2.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/libdrm-2.4.97-2.el7.src.rpm
libdwarf-20130207-4.el7.x86_64	centos-os	1	LGPLv2	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libdwarf-20130207-4.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/libdwarf-20130207-4.el7.src.rpm
libedit-3.0-12.20121213cvs.el7.x86_64	centos-os	1	BSD	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libedit-3.0-12.20121213cvs.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/libedit-3.0-12.20121213cvs.el7.src.rpm
libestr-0.1.9-2.el7.x86_64	centos-os	1	LGPLv2+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libestr-0.1.9-2.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/libestr-0.1.9-2.el7.src.rpm
libevent-2.0.21-4.el7.x86_64	centos-os	5	BSD	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libevent-2.0.21-4.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/libevent-2.0.21-4.el7.src.rpm
libfastjson-0.99.4-3.el7.x86_64	centos-os	1	MIT	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libfastjson-0.99.4-3.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/libfastjson-0.99.4-3.el7.src.rpm
libffi-3.0.13-19.el7.x86_64	centos-os	1	MIT and Public Domain	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libffi-3.0.13-19.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/libffi-3.0.13-19.el7.src.rpm
libgcc-4.8.5-44.el7.x86_64	centos-os	1	GPLv3+ and GPLv3+ with exceptions and GPLv2+ with exceptions and LGPLv2+ and BSD	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libgcc-4.8.5-44.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/gcc-4.8.5-44.el7.src.rpm
libgcrypt-1.5.3-14.el7.x86_64	centos-os	1	LGPLv2+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libgcrypt-1.5.3-14.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/libgcrypt-1.5.3-14.el7.src.rpm
libgfortran-4.8.5-44.el7.x86_64	centos-os	1	GPLv3+ and GPLv3+ with exceptions and GPLv2+ with exceptions and LGPLv2+ and BSD	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libgfortran-4.8.5-44.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/gcc-4.8.5-44.el7.src.rpm
libgomp-4.8.5-44.el7.x86_64	centos-os	1	GPLv3+ and GPLv3+ with exceptions and GPLv2+ with exceptions and LGPLv2+ and BSD	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libgomp-4.8.5-44.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/gcc-4.8.5-44.el7.src.rpm
libgpg-error-1.12-3.el7.x86_64	centos-os	2	LGPLv2+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libgpg-error-1.12-3.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/libgpg-error-1.12-3.el7.src.rpm
libibumad-22.4-6.el7_9.x86_64	centos-updates	1	GPLv2 or BSD	https://vault.centos.org/7.9.2009/updates/x86_64/Packages/libibumad-22.4-6.el7_9.x86_64.rpm	https://vault.centos.org/7.9.2009/updates/Source/SPackages/rdma-core-22.4-6.el7_9.src.rpm
libibverbs-22.4-6.el7_9.x86_64	centos-updates	16	GPLv2 or BSD	https://vault.centos.org/7.9.2009/updates/x86_64/Packages/libibverbs-22.4-6.el7_9.x86_64.rpm	https://vault.centos.org/7.9.2009/updates/Source/SPackages/rdma-core-22.4-6.el7_9.src.rpm
libicu-50.2-4.el7_7.x86_64	centos-os	8	MIT and UCD and Public Domain	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libicu-50.2-4.el7_7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/icu-50.2-4.el7_7.src.rpm
libidn-1.28-4.el7.x86_64	centos-os	2	LGPLv2+ and GPLv3+ and GFDL	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libidn-1.28-4.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/libidn-1.28-4.el7.src.rpm
libini_config-1.3.1-32.el7.x86_64	centos-os	1	LGPLv3+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libini_config-1.3.1-32.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/ding-libs-0.6.1-32.el7.src.rpm
libmnl-1.0.3-7.el7.x86_64	centos-os	1	LGPLv2+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libmnl-1.0.3-7.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/libmnl-1.0.3-7.el7.src.rpm
libmodman-2.0.1-8.el7.x86_64	centos-os	1	LGPLv2+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libmodman-2.0.1-8.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/libmodman-2.0.1-8.el7.src.rpm
libmount-2.23.2-65.el7_9.1.x86_64	centos-updates	1	LGPLv2+	https://vault.centos.org/7.9.2009/updates/x86_64/Packages/libmount-2.23.2-65.el7_9.1.x86_64.rpm	https://vault.centos.org/7.9.2009/updates/Source/SPackages/util-linux-2.23.2-65.el7_9.1.src.rpm
libmpc-1.0.1-3.el7.x86_64	centos-os	1	LGPLv3+ and GFDL	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libmpc-1.0.1-3.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/libmpc-1.0.1-3.el7.src.rpm
libndp-1.2-9.el7.x86_64	centos-os	2	LGPLv2+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libndp-1.2-9.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/libndp-1.2-9.el7.src.rpm
libnetfilter_conntrack-1.0.6-1.el7_3.x86_64	centos-os	1	GPLv2+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libnetfilter_conntrack-1.0.6-1.el7_3.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/libnetfilter_conntrack-1.0.6-1.el7_3.src.rpm
libnfnetlink-1.0.1-4.el7.x86_64	centos-os	1	GPLv2+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libnfnetlink-1.0.1-4.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/libnfnetlink-1.0.1-4.el7.src.rpm
libnfsidmap-0.25-19.el7.x86_64	centos-os	4	BSD	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libnfsidmap-0.25-19.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/libnfsidmap-0.25-19.el7.src.rpm
libnl3-3.2.28-4.el7.x86_64	centos-os	6	LGPLv2	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libnl3-3.2.28-4.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/libnl3-3.2.28-4.el7.src.rpm
libnl3-cli-3.2.28-4.el7.x86_64	centos-os	57	LGPLv2	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libnl3-cli-3.2.28-4.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/libnl3-3.2.28-4.el7.src.rpm
libpath_utils-0.2.1-32.el7.x86_64	centos-os	1	LGPLv3+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libpath_utils-0.2.1-32.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/ding-libs-0.6.1-32.el7.src.rpm
libpciaccess-0.14-1.el7.x86_64	centos-os	1	MIT	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libpciaccess-0.14-1.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/libpciaccess-0.14-1.el7.src.rpm
libpfm-4.7.0-10.el7.x86_64	centos-os	1	MIT	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libpfm-4.7.0-10.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/libpfm-4.7.0-10.el7.src.rpm
libpipeline-1.2.3-3.el7.x86_64	centos-os	1	GPLv3+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libpipeline-1.2.3-3.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/libpipeline-1.2.3-3.el7.src.rpm
libpng-1.5.13-8.el7.x86_64	centos-os	1	zlib	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libpng-1.5.13-8.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/libpng-1.5.13-8.el7.src.rpm
libproxy-0.4.11-11.el7.x86_64	centos-os	1	LGPLv2+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libproxy-0.4.11-11.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/libproxy-0.4.11-11.el7.src.rpm
libpwquality-1.2.3-5.el7.x86_64	centos-os	4	BSD or GPLv2+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libpwquality-1.2.3-5.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/libpwquality-1.2.3-5.el7.src.rpm
