package	repo	files	license	binary_rpm	source_rpm
libquadmath-4.8.5-44.el7.x86_64	centos-os	1	GPLv3+ and GPLv3+ with exceptions and GPLv2+ with exceptions and LGPLv2+ and BSD	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libquadmath-4.8.5-44.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/gcc-4.8.5-44.el7.src.rpm
librdmacm-22.4-6.el7_9.x86_64	centos-updates	2	GPLv2 or BSD	https://vault.centos.org/7.9.2009/updates/x86_64/Packages/librdmacm-22.4-6.el7_9.x86_64.rpm	https://vault.centos.org/7.9.2009/updates/Source/SPackages/rdma-core-22.4-6.el7_9.src.rpm
libref_array-0.1.5-32.el7.x86_64	centos-os	1	LGPLv3+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libref_array-0.1.5-32.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/ding-libs-0.6.1-32.el7.src.rpm
libseccomp-2.3.1-4.el7.x86_64	centos-os	1	LGPLv2	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libseccomp-2.3.1-4.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/libseccomp-2.3.1-4.el7.src.rpm
libselinux-2.5-15.el7.x86_64	centos-os	2	Public Domain	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libselinux-2.5-15.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/libselinux-2.5-15.el7.src.rpm
libselinux-python-2.5-15.el7.x86_64	centos-os	2	Public Domain	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libselinux-python-2.5-15.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/libselinux-2.5-15.el7.src.rpm
libselinux-utils-2.5-15.el7.x86_64	centos-os	14	Public Domain	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libselinux-utils-2.5-15.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/libselinux-2.5-15.el7.src.rpm
libsemanage-2.5-14.el7.x86_64	centos-os	1	LGPLv2+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libsemanage-2.5-14.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/libsemanage-2.5-14.el7.src.rpm
libsepol-2.5-10.el7.x86_64	centos-os	1	LGPLv2+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libsepol-2.5-10.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/libsepol-2.5-10.el7.src.rpm
libsmartcols-2.23.2-65.el7_9.1.x86_64	centos-updates	1	LGPLv2+	https://vault.centos.org/7.9.2009/updates/x86_64/Packages/libsmartcols-2.23.2-65.el7_9.1.x86_64.rpm	https://vault.centos.org/7.9.2009/updates/Source/SPackages/util-linux-2.23.2-65.el7_9.1.src.rpm
libss-1.42.9-19.el7.x86_64	centos-os	1	MIT	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libss-1.42.9-19.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/e2fsprogs-1.42.9-19.el7.src.rpm
libssh2-1.8.0-4.el7.x86_64	centos-os	1	BSD	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libssh2-1.8.0-4.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/libssh2-1.8.0-4.el7.src.rpm
libstdc++-4.8.5-44.el7.x86_64	centos-os	1	GPLv3+ and GPLv3+ with exceptions and GPLv2+ with exceptions and LGPLv2+ and BSD	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libstdc++-4.8.5-44.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/gcc-4.8.5-44.el7.src.rpm
libsysfs-2.1.0-16.el7.x86_64	centos-os	1	LGPLv2+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libsysfs-2.1.0-16.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/sysfsutils-2.1.0-16.el7.src.rpm
libtasn1-4.10-1.el7.x86_64	centos-os	1	GPLv3+ and LGPLv2+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libtasn1-4.10-1.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/libtasn1-4.10-1.el7.src.rpm
libteam-1.29-3.el7.x86_64	centos-os	2	LGPLv2+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libteam-1.29-3.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/libteam-1.29-3.el7.src.rpm
libtirpc-0.2.4-0.16.el7.x86_64	centos-os	1	SISSL and BSD	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libtirpc-0.2.4-0.16.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/libtirpc-0.2.4-0.16.el7.src.rpm
libtool-ltdl-2.4.2-22.el7_3.x86_64	centos-os	1	LGPLv2+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libtool-ltdl-2.4.2-22.el7_3.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/libtool-2.4.2-22.el7_3.src.rpm
libunistring-0.9.3-9.el7.x86_64	centos-os	1	LGPLv3+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libunistring-0.9.3-9.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/libunistring-0.9.3-9.el7.src.rpm
libuser-0.60-9.el7.x86_64	centos-os	16	LGPLv2+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libuser-0.60-9.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/libuser-0.60-9.el7.src.rpm
libutempter-1.1.6-4.el7.x86_64	centos-os	1	LGPLv2+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libutempter-1.1.6-4.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/libutempter-1.1.6-4.el7.src.rpm
libuuid-2.23.2-65.el7_9.1.x86_64	centos-updates	1	BSD	https://vault.centos.org/7.9.2009/updates/x86_64/Packages/libuuid-2.23.2-65.el7_9.1.x86_64.rpm	https://vault.centos.org/7.9.2009/updates/Source/SPackages/util-linux-2.23.2-65.el7_9.1.src.rpm
libverto-0.2.5-4.el7.x86_64	centos-os	1	MIT	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libverto-0.2.5-4.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/libverto-0.2.5-4.el7.src.rpm
libverto-libevent-0.2.5-4.el7.x86_64	centos-os	1	MIT	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libverto-libevent-0.2.5-4.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/libverto-0.2.5-4.el7.src.rpm
libxcb-1.13-1.el7.x86_64	centos-os	26	MIT	https://vault.centos.org/7.9.2009/os/x86_64/Packages/libxcb-1.13-1.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/libxcb-1.13-1.el7.src.rpm
libxml2-2.9.1-6.el7_9.6.x86_64	centos-updates	3	MIT	https://vault.centos.org/7.9.2009/updates/x86_64/Packages/libxml2-2.9.1-6.el7_9.6.x86_64.rpm	https://vault.centos.org/7.9.2009/updates/Source/SPackages/libxml2-2.9.1-6.el7_9.6.src.rpm
lm_sensors-libs-3.4.0-8.20160601gitf9185e5.el7.x86_64	centos-os	1	LGPLv2+ and GPLv3+ and GPLv2+ and Verbatim and Public Domain	https://vault.centos.org/7.9.2009/os/x86_64/Packages/lm_sensors-libs-3.4.0-8.20160601gitf9185e5.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/lm_sensors-3.4.0-8.20160601gitf9185e5.el7.src.rpm
logrotate-3.8.6-19.el7.x86_64	centos-os	1	GPL+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/logrotate-3.8.6-19.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/logrotate-3.8.6-19.el7.src.rpm
lshw-B.02.18-17.el7.x86_64	centos-os	1	GPLv2	https://vault.centos.org/7.9.2009/os/x86_64/Packages/lshw-B.02.18-17.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/lshw-B.02.18-17.el7.src.rpm
lsscsi-0.27-6.el7.x86_64	centos-os	1	GPLv2+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/lsscsi-0.27-6.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/lsscsi-0.27-6.el7.src.rpm
ltrace-0.7.91-16.el7.x86_64	centos-os	1	GPLv2+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/ltrace-0.7.91-16.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/ltrace-0.7.91-16.el7.src.rpm
lua-5.1.4-15.el7.x86_64	centos-os	3	MIT	https://vault.centos.org/7.9.2009/os/x86_64/Packages/lua-5.1.4-15.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/lua-5.1.4-15.el7.src.rpm
lua-bitop-1.0.2-3.el7.x86_64	epel	1	MIT	https://archives.fedoraproject.org/pub/archive/epel/7/x86_64/Packages/l/lua-bitop-1.0.2-3.el7.x86_64.rpm	https://archives.fedoraproject.org/pub/archive/epel/7/SRPMS/Packages/l/lua-bitop-1.0.2-3.el7.src.rpm
lua-filesystem-1.6.2-2.el7.x86_64	epel	1	MIT	https://archives.fedoraproject.org/pub/archive/epel/7/x86_64/Packages/l/lua-filesystem-1.6.2-2.el7.x86_64.rpm	https://archives.fedoraproject.org/pub/archive/epel/7/SRPMS/Packages/l/lua-filesystem-1.6.2-2.el7.src.rpm
lua-lpeg-0.12-1.el7.x86_64	epel	1	MIT	https://archives.fedoraproject.org/pub/archive/epel/7/x86_64/Packages/l/lua-lpeg-0.12-1.el7.x86_64.rpm	https://archives.fedoraproject.org/pub/archive/epel/7/SRPMS/Packages/l/lua-lpeg-0.12-1.el7.src.rpm
lua-posix-32-2.el7.x86_64	epel	2	Public Domain	https://archives.fedoraproject.org/pub/archive/epel/7/x86_64/Packages/l/lua-posix-32-2.el7.x86_64.rpm	https://archives.fedoraproject.org/pub/archive/epel/7/SRPMS/Packages/l/lua-posix-32-2.el7.src.rpm
lua-term-0.03-3.el7.x86_64	epel	1	MIT	https://archives.fedoraproject.org/pub/archive/epel/7/x86_64/Packages/l/lua-term-0.03-3.el7.x86_64.rpm	https://archives.fedoraproject.org/pub/archive/epel/7/SRPMS/Packages/l/lua-term-0.03-3.el7.src.rpm
lz4-1.8.3-1.el7.x86_64	centos-os	2	GPLv2+ and BSD	https://vault.centos.org/7.9.2009/os/x86_64/Packages/lz4-1.8.3-1.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/lz4-1.8.3-1.el7.src.rpm
lzo-2.06-8.el7.x86_64	centos-os	1	GPLv2+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/lzo-2.06-8.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/lzo-2.06-8.el7.src.rpm
m4-1.4.16-10.el7.x86_64	centos-os	1	GPLv3+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/m4-1.4.16-10.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/m4-1.4.16-10.el7.src.rpm
mailx-12.5-19.el7.x86_64	centos-os	1	BSD with advertising and MPLv1.1	https://vault.centos.org/7.9.2009/os/x86_64/Packages/mailx-12.5-19.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/mailx-12.5-19.el7.src.rpm
make-3.82-24.el7.x86_64	centos-os	1	GPLv2+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/make-3.82-24.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/make-3.82-24.el7.src.rpm
man-db-2.6.3-11.el7.x86_64	centos-os	11	GPLv2+ and GPLv3+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/man-db-2.6.3-11.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/man-db-2.6.3-11.el7.src.rpm
mariadb-libs-5.5.68-1.el7.x86_64	centos-os	3	GPLv2 with exceptions and LGPLv2 and BSD	https://vault.centos.org/7.9.2009/os/x86_64/Packages/mariadb-libs-5.5.68-1.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/mariadb-5.5.68-1.el7.src.rpm
mokutil-15-8.el7.x86_64	centos-os	1	BSD	https://vault.centos.org/7.9.2009/os/x86_64/Packages/mokutil-15-8.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/shim-signed-15-8.el7.src.rpm
mozjs17-17.0.0-20.el7.x86_64	centos-os	1	GPLv2+ or LGPLv2+ or MPLv1.1	https://vault.centos.org/7.9.2009/os/x86_64/Packages/mozjs17-17.0.0-20.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/mozjs17-17.0.0-20.el7.src.rpm
mpfr-3.1.1-4.el7.x86_64	centos-os	1	LGPLv3+ and GPLv3+ and GFDL	https://vault.centos.org/7.9.2009/os/x86_64/Packages/mpfr-3.1.1-4.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/mpfr-3.1.1-4.el7.src.rpm
ncurses-5.9-14.20130511.el7_4.x86_64	centos-os	7	MIT	https://vault.centos.org/7.9.2009/os/x86_64/Packages/ncurses-5.9-14.20130511.el7_4.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/ncurses-5.9-14.20130511.el7_4.src.rpm
ncurses-libs-5.9-14.20130511.el7_4.x86_64	centos-os	12	MIT	https://vault.centos.org/7.9.2009/os/x86_64/Packages/ncurses-libs-5.9-14.20130511.el7_4.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/ncurses-5.9-14.20130511.el7_4.src.rpm
neon-0.30.0-4.el7.x86_64	centos-os	1	LGPLv2+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/neon-0.30.0-4.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/neon-0.30.0-4.el7.src.rpm
net-tools-2.0-0.25.20131004git.el7.x86_64	centos-os	12	GPLv2+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/net-tools-2.0-0.25.20131004git.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/net-tools-2.0-0.25.20131004git.el7.src.rpm
nettle-2.7.1-9.el7_9.x86_64	centos-updates	6	LGPLv2+	https://vault.centos.org/7.9.2009/updates/x86_64/Packages/nettle-2.7.1-9.el7_9.x86_64.rpm	https://vault.centos.org/7.9.2009/updates/Source/SPackages/nettle-2.7.1-9.el7_9.src.rpm
newt-0.52.15-4.el7.x86_64	centos-os	2	LGPLv2	https://vault.centos.org/7.9.2009/os/x86_64/Packages/newt-0.52.15-4.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/newt-0.52.15-4.el7.src.rpm
nfs-utils-1.3.0-0.68.el7.1.x86_64	centos-updates	2	MIT and GPLv2 and GPLv2+ and BSD	https://vault.centos.org/7.9.2009/updates/x86_64/Packages/nfs-utils-1.3.0-0.68.el7.1.x86_64.rpm	https://vault.centos.org/7.9.2009/updates/Source/SPackages/nfs-utils-1.3.0-0.68.el7.1.src.rpm
nfs-utils-1.3.0-0.68.el7.2.x86_64	centos-updates	14	MIT and GPLv2 and GPLv2+ and BSD	https://vault.centos.org/7.9.2009/updates/x86_64/Packages/nfs-utils-1.3.0-0.68.el7.2.x86_64.rpm	https://vault.centos.org/7.9.2009/updates/Source/SPackages/nfs-utils-1.3.0-0.68.el7.2.src.rpm
nspr-4.32.0-1.el7_9.x86_64	centos-updates	3	MPLv2.0	https://vault.centos.org/7.9.2009/updates/x86_64/Packages/nspr-4.32.0-1.el7_9.x86_64.rpm	https://vault.centos.org/7.9.2009/updates/Source/SPackages/nspr-4.32.0-1.el7_9.src.rpm
nss-3.67.0-4.el7_9.x86_64	centos-updates	4	MPLv2.0	https://vault.centos.org/7.9.2009/updates/x86_64/Packages/nss-3.67.0-4.el7_9.x86_64.rpm	https://vault.centos.org/7.9.2009/updates/Source/SPackages/nss-3.67.0-4.el7_9.src.rpm
nss-pem-1.0.3-7.el7.x86_64	centos-os	1	MPLv1.1	https://vault.centos.org/7.9.2009/os/x86_64/Packages/nss-pem-1.0.3-7.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/nss-pem-1.0.3-7.el7.src.rpm
nss-softokn-3.67.0-3.el7_9.x86_64	centos-updates	5	MPLv2.0	https://vault.centos.org/7.9.2009/updates/x86_64/Packages/nss-softokn-3.67.0-3.el7_9.x86_64.rpm	https://vault.centos.org/7.9.2009/updates/Source/SPackages/nss-softokn-3.67.0-3.el7_9.src.rpm
nss-softokn-freebl-3.67.0-3.el7_9.x86_64	centos-updates	2	MPLv2.0	https://vault.centos.org/7.9.2009/updates/x86_64/Packages/nss-softokn-freebl-3.67.0-3.el7_9.x86_64.rpm	https://vault.centos.org/7.9.2009/updates/Source/SPackages/nss-softokn-3.67.0-3.el7_9.src.rpm
nss-sysinit-3.67.0-4.el7_9.x86_64	centos-updates	1	MPLv2.0	https://vault.centos.org/7.9.2009/updates/x86_64/Packages/nss-sysinit-3.67.0-4.el7_9.x86_64.rpm	https://vault.centos.org/7.9.2009/updates/Source/SPackages/nss-3.67.0-4.el7_9.src.rpm
nss-tools-3.67.0-4.el7_9.x86_64	centos-updates	20	MPLv2.0	https://vault.centos.org/7.9.2009/updates/x86_64/Packages/nss-tools-3.67.0-4.el7_9.x86_64.rpm	https://vault.centos.org/7.9.2009/updates/Source/SPackages/nss-3.67.0-4.el7_9.src.rpm
nss-util-3.67.0-1.el7_9.x86_64	centos-updates	1	MPLv2.0	https://vault.centos.org/7.9.2009/updates/x86_64/Packages/nss-util-3.67.0-1.el7_9.x86_64.rpm	https://vault.centos.org/7.9.2009/updates/Source/SPackages/nss-util-3.67.0-1.el7_9.src.rpm
numactl-2.0.12-5.el7.x86_64	centos-os	6	GPLv2	https://vault.centos.org/7.9.2009/os/x86_64/Packages/numactl-2.0.12-5.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/numactl-2.0.12-5.el7.src.rpm
numactl-libs-2.0.12-5.el7.x86_64	centos-os	1	LGPLv2 and GPLv2	https://vault.centos.org/7.9.2009/os/x86_64/Packages/numactl-libs-2.0.12-5.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/numactl-2.0.12-5.el7.src.rpm
nvme-cli-1.8.1-3.el7.x86_64	centos-os	1	GPLv2+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/nvme-cli-1.8.1-3.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/nvme-cli-1.8.1-3.el7.src.rpm
openldap-2.4.44-25.el7_9.x86_64	centos-updates	4	OpenLDAP	https://vault.centos.org/7.9.2009/updates/x86_64/Packages/openldap-2.4.44-25.el7_9.x86_64.rpm	https://vault.centos.org/7.9.2009/updates/Source/SPackages/openldap-2.4.44-25.el7_9.src.rpm
openssh-7.4p1-22.el7_9.x86_64	centos-updates	2	BSD	https://vault.centos.org/7.9.2009/updates/x86_64/Packages/openssh-7.4p1-22.el7_9.x86_64.rpm	https://vault.centos.org/7.9.2009/updates/Source/SPackages/openssh-7.4p1-22.el7_9.src.rpm
openssh-clients-7.4p1-22.el7_9.x86_64	centos-updates	6	BSD	https://vault.centos.org/7.9.2009/updates/x86_64/Packages/openssh-clients-7.4p1-22.el7_9.x86_64.rpm	https://vault.centos.org/7.9.2009/updates/Source/SPackages/openssh-7.4p1-22.el7_9.src.rpm
openssh-server-7.4p1-22.el7_9.x86_64	centos-updates	2	BSD	https://vault.centos.org/7.9.2009/updates/x86_64/Packages/openssh-server-7.4p1-22.el7_9.x86_64.rpm	https://vault.centos.org/7.9.2009/updates/Source/SPackages/openssh-7.4p1-22.el7_9.src.rpm
openssl-libs-1.0.2k-25.el7_9.x86_64	centos-updates	13	OpenSSL	https://vault.centos.org/7.9.2009/updates/x86_64/Packages/openssl-libs-1.0.2k-25.el7_9.x86_64.rpm	https://vault.centos.org/7.9.2009/updates/Source/SPackages/openssl-1.0.2k-25.el7_9.src.rpm
os-prober-1.58-9.el7.x86_64	centos-os	1	GPLv2+ and GPL+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/os-prober-1.58-9.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/os-prober-1.58-9.el7.src.rpm
p11-kit-0.23.5-3.el7.x86_64	centos-os	3	BSD	https://vault.centos.org/7.9.2009/os/x86_64/Packages/p11-kit-0.23.5-3.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/p11-kit-0.23.5-3.el7.src.rpm
p11-kit-trust-0.23.5-3.el7.x86_64	centos-os	2	BSD	https://vault.centos.org/7.9.2009/os/x86_64/Packages/p11-kit-trust-0.23.5-3.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/p11-kit-0.23.5-3.el7.src.rpm
pakchois-0.4-10.el7.x86_64	centos-os	1	LGPLv2+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/pakchois-0.4-10.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/pakchois-0.4-10.el7.src.rpm
pam-1.1.8-23.el7.x86_64	centos-os	58	BSD and GPLv2+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/pam-1.1.8-23.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/pam-1.1.8-23.el7.src.rpm
papi-5.2.0-26.el7.x86_64	centos-os	14	BSD	https://vault.centos.org/7.9.2009/os/x86_64/Packages/papi-5.2.0-26.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/papi-5.2.0-26.el7.src.rpm
parted-3.1-32.el7.x86_64	centos-os	4	GPLv3+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/parted-3.1-32.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/parted-3.1-32.el7.src.rpm
passwd-0.79-6.el7.x86_64	centos-os	1	BSD or GPL+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/passwd-0.79-6.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/passwd-0.79-6.el7.src.rpm
patch-2.7.1-12.el7_7.x86_64	centos-os	1	GPLv3+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/patch-2.7.1-12.el7_7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/patch-2.7.1-12.el7_7.src.rpm
patchutils-0.3.3-5.el7_9.x86_64	centos-updates	3	GPLv2+	https://vault.centos.org/7.9.2009/updates/x86_64/Packages/patchutils-0.3.3-5.el7_9.x86_64.rpm	https://vault.centos.org/7.9.2009/updates/Source/SPackages/patchutils-0.3.3-5.el7_9.src.rpm
pciutils-3.5.1-3.el7.x86_64	centos-os	2	GPLv2+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/pciutils-3.5.1-3.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/pciutils-3.5.1-3.el7.src.rpm
pciutils-libs-3.5.1-3.el7.x86_64	centos-os	1	GPLv2+	https://vault.centos.org/7.9.2009/os/x86_64/Packages/pciutils-libs-3.5.1-3.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/pciutils-3.5.1-3.el7.src.rpm
pcre-8.32-17.el7.x86_64	centos-os	5	BSD	https://vault.centos.org/7.9.2009/os/x86_64/Packages/pcre-8.32-17.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/pcre-8.32-17.el7.src.rpm
pdsh-2.34-5.el7.x86_64	epel	4	GPLv2+	https://archives.fedoraproject.org/pub/archive/epel/7/x86_64/Packages/p/pdsh-2.34-5.el7.x86_64.rpm	https://archives.fedoraproject.org/pub/archive/epel/7/SRPMS/Packages/p/pdsh-2.34-5.el7.src.rpm
pdsh-rcmd-ssh-2.34-5.el7.x86_64	epel	1	GPLv2+	https://archives.fedoraproject.org/pub/archive/epel/7/x86_64/Packages/p/pdsh-rcmd-ssh-2.34-5.el7.x86_64.rpm	https://archives.fedoraproject.org/pub/archive/epel/7/SRPMS/Packages/p/pdsh-2.34-5.el7.src.rpm
perf-3.10.0-1160.76.1.el7.x86_64	centos-updates	12	GPLv2	https://vault.centos.org/7.9.2009/updates/x86_64/Packages/perf-3.10.0-1160.76.1.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/updates/Source/SPackages/kernel-3.10.0-1160.76.1.el7.src.rpm
perl-5.16.3-299.el7_9.x86_64	centos-updates	33	(GPL+ or Artistic) and (GPLv2+ or Artistic) and Copyright Only and MIT and Public Domain and UCD	https://vault.centos.org/7.9.2009/updates/x86_64/Packages/perl-5.16.3-299.el7_9.x86_64.rpm	https://vault.centos.org/7.9.2009/updates/Source/SPackages/perl-5.16.3-299.el7_9.src.rpm
perl-Data-Dumper-2.145-3.el7.x86_64	centos-os	1	GPL+ or Artistic	https://vault.centos.org/7.9.2009/os/x86_64/Packages/perl-Data-Dumper-2.145-3.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/perl-Data-Dumper-2.145-3.el7.src.rpm
perl-Encode-2.51-7.el7.x86_64	centos-os	9	GPL+ or Artistic	https://vault.centos.org/7.9.2009/os/x86_64/Packages/perl-Encode-2.51-7.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/perl-Encode-2.51-7.el7.src.rpm
perl-Filter-1.49-3.el7.x86_64	centos-os	4	GPL+ or Artistic	https://vault.centos.org/7.9.2009/os/x86_64/Packages/perl-Filter-1.49-3.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/perl-Filter-1.49-3.el7.src.rpm
perl-PathTools-3.40-5.el7.x86_64	centos-os	1	(GPL+ or Artistic) and BSD	https://vault.centos.org/7.9.2009/os/x86_64/Packages/perl-PathTools-3.40-5.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/perl-PathTools-3.40-5.el7.src.rpm
perl-Socket-2.010-5.el7.x86_64	centos-os	1	GPL+ or Artistic	https://vault.centos.org/7.9.2009/os/x86_64/Packages/perl-Socket-2.010-5.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/perl-Socket-2.010-5.el7.src.rpm
perl-Storable-2.45-3.el7.x86_64	centos-os	1	GPL+ or Artistic	https://vault.centos.org/7.9.2009/os/x86_64/Packages/perl-Storable-2.45-3.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/perl-Storable-2.45-3.el7.src.rpm
perl-TermReadKey-2.30-20.el7.x86_64	centos-os	1	(Copyright only) and (Artistic or GPL+)	https://vault.centos.org/7.9.2009/os/x86_64/Packages/perl-TermReadKey-2.30-20.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/perl-TermReadKey-2.30-20.el7.src.rpm
perl-Time-HiRes-1.9725-3.el7.x86_64	centos-os	1	GPL+ or Artistic	https://vault.centos.org/7.9.2009/os/x86_64/Packages/perl-Time-HiRes-1.9725-3.el7.x86_64.rpm	https://vault.centos.org/7.9.2009/os/Source/SPackages/perl-Time-HiRes-1.9725-3.el7.src.rpm
