00	dni#
01	dni
02	documento nacional de id
03	insurance number
04	national identification 
05	national identity
06	nationalid#
07	nationalidno#
08	nie#
09	nie
10	personal identification 
11	personal identity no
12	unique identity number
13	uniqueid#
