00	austrian ssn
01	ehic number
02	ehic no
03	insurance code
04	insurancecode#
05	insurance number
06	insurance no
07	krankenkassennummer
08	krankenversicherung
09	socialsecurityno
10	socialsecurityno#
11	social security no
12	social security number
13	social security code
14	sozialversicherungsnummer
15	sozialversicherungsnummer#
16	soziale sicherheit kein
17	sozialesicherheitkein#
18	ssn#
19	versicherungscode
20	versicherungsnummer
21	zdravstveno zavarovanje
