00	passport#
01	passport #
02	passportid
03	passports
04	passportno
05	passport no
06	passportnumber
07	passport number
08	passportnumbers
09	passport numbers
10	paso numeris
11	paso numeriai
12	paso nr
13	date of issue
14	date of expiry
