00	passport#
01	passport #
02	passportid
03	passports
04	passportno
05	passport no
06	passportnumber
07	passport number
08	passportnumbers
09	passport numbers
10	portuguese passport
11	portuguese passeport
12	portuguese passaporte
13	portuguese passports
14	date of issue
15	date of expiry
