00	national insurance number
01	national insurance contributions
02	protection act
03	insurance
04	social security number
05	insurance application
06	medical application
07	social insurance
08	medical attention
09	social security
10	great britain
11	NI Number
12	NI No.
13	NI #
14	insurance#
15	insurancenumber
16	nationalinsurance#
17	nationalinsurancenumber
