00	passport#
01	passport #
02	passportid
03	passports
04	passportno
05	passport no
06	passportnumber
07	passport number
08	passportnumbers
09	passport numbers
10	italiana passaporto
11	passaporto italiana
12	passaporto numero
13	numero di passaporto
14	numeri del passaporto
15	passeport italien
16	date of issue
17	date of expiry
